Date,sku_id,category,units sold,promotions,customers_visits,conversion_rate
2026-01-06,1072-071/OCEAN,End Tables,0,On Promotion,566,0.0
2026-01-07,1072-071/OCEAN,End Tables,2,On Promotion,431,0.0046
2026-01-08,1072-071/OCEAN,End Tables,0,On Promotion,571,0.0
2026-01-09,1072-071/OCEAN,End Tables,2,On Promotion,391,0.0051
2026-01-10,1072-071/OCEAN,End Tables,1,On Promotion,399,0.0025
2026-01-11,1072-071/OCEAN,End Tables,0,On Promotion,822,0.0
2026-01-12,1072-071/OCEAN,End Tables,0,On Promotion,938,0.0
2026-01-13,1072-071/OCEAN,End Tables,0,On Promotion,696,0.0
2026-01-14,1072-071/OCEAN,End Tables,1,On Promotion,340,0.0029
2026-01-15,1072-071/OCEAN,End Tables,3,On Promotion,665,0.0045
2026-01-16,1072-071/OCEAN,End Tables,1,On Promotion,314,0.0032
2026-01-17,1072-071/OCEAN,End Tables,0,On Promotion,611,0.0
2026-01-18,1072-071/OCEAN,End Tables,3,On Promotion,658,0.0046
2026-01-19,1072-071/OCEAN,End Tables,1,On Promotion,634,0.0016
2026-01-20,1072-071/OCEAN,End Tables,1,On Promotion,207,0.0048
2026-01-21,1072-071/OCEAN,End Tables,3,On Promotion,617,0.0049
2026-01-22,1072-071/OCEAN,End Tables,1,On Promotion,682,0.0015
2026-01-23,1072-071/OCEAN,End Tables,0,On Promotion,613,0.0
2026-01-24,1072-071/OCEAN,End Tables,0,On Promotion,516,0.0
2026-01-25,1072-071/OCEAN,End Tables,0,On Promotion,516,0.0
2026-01-26,1072-071/OCEAN,End Tables,1,On Promotion,370,0.0027
2026-01-27,1072-071/OCEAN,End Tables,1,On Promotion,305,0.0033
2026-01-28,1072-071/OCEAN,End Tables,3,On Promotion,547,0.0055
2026-01-29,1072-071/OCEAN,End Tables,1,On Promotion,311,0.0032
2026-01-30,1072-071/OCEAN,End Tables,0,On Promotion,916,0.0
2026-01-31,1072-071/OCEAN,End Tables,2,On Promotion,693,0.0029
2026-02-01,1072-071/OCEAN,End Tables,1,On Promotion,355,0.0028
2026-02-02,1072-071/OCEAN,End Tables,1,On Promotion,256,0.0039
2026-02-03,1072-071/OCEAN,End Tables,0,On Promotion,625,0.0
2026-02-04,1072-071/OCEAN,End Tables,0,On Promotion,664,0.0
2026-02-05,1072-071/OCEAN,End Tables,0,On Promotion,501,0.0
2026-02-06,1072-071/OCEAN,End Tables,0,On Promotion,625,0.0
2026-02-07,1072-071/OCEAN,End Tables,0,On Promotion,675,0.0
2026-02-08,1072-071/OCEAN,End Tables,2,On Promotion,993,0.002
2026-02-09,1072-071/OCEAN,End Tables,1,On Promotion,302,0.0033
2026-02-10,1072-071/OCEAN,End Tables,1,On Promotion,233,0.0043
2026-02-11,1072-071/OCEAN,End Tables,1,On Promotion,216,0.0046
2026-02-12,1072-071/OCEAN,End Tables,2,On Promotion,450,0.0044
2026-02-13,1072-071/OCEAN,End Tables,2,On Promotion,611,0.0033
2026-02-14,1072-071/OCEAN,End Tables,2,On Promotion,373,0.0054
2026-02-15,1072-071/OCEAN,End Tables,1,On Promotion,303,0.0033
2026-02-16,1072-071/OCEAN,End Tables,1,On Promotion,533,0.0019
2026-02-17,1072-071/OCEAN,End Tables,1,On Promotion,243,0.0041
2026-02-18,1072-071/OCEAN,End Tables,1,On Promotion,176,0.0057
2026-02-19,1072-071/OCEAN,End Tables,0,On Promotion,608,0.0
2026-02-20,1072-071/OCEAN,End Tables,1,On Promotion,177,0.0056
2026-02-21,1072-071/OCEAN,End Tables,0,On Promotion,822,0.0
2026-02-22,1072-071/OCEAN,End Tables,2,On Promotion,627,0.0032
2026-02-23,1072-071/OCEAN,End Tables,0,On Promotion,643,0.0
2026-02-24,1072-071/OCEAN,End Tables,2,On Promotion,499,0.004
2026-02-25,1072-071/OCEAN,End Tables,1,On Promotion,284,0.0035
2026-02-26,1072-071/OCEAN,End Tables,0,On Promotion,571,0.0
2026-02-27,1072-071/OCEAN,End Tables,0,On Promotion,669,0.0
2026-02-28,1072-071/OCEAN,End Tables,1,On Promotion,408,0.0025
2026-03-01,1072-071/OCEAN,End Tables,3,On Promotion,698,0.0043
2026-03-02,1072-071/OCEAN,End Tables,1,On Promotion,287,0.0035
2026-03-03,1072-071/OCEAN,End Tables,2,On Promotion,739,0.0027
2026-03-04,1072-071/OCEAN,End Tables,0,On Promotion,550,0.0
2026-03-05,1072-071/OCEAN,End Tables,2,On Promotion,468,0.0043
2026-03-06,1072-071/OCEAN,End Tables,1,On Promotion,283,0.0035
2026-03-07,1072-071/OCEAN,End Tables,1,On Promotion,313,0.0032
2026-03-08,1072-071/OCEAN,End Tables,0,On Promotion,605,0.0
2026-03-09,1072-071/OCEAN,End Tables,0,On Promotion,501,0.0
2026-03-10,1072-071/OCEAN,End Tables,5,On Promotion,1442,0.0035
2026-03-11,1072-071/OCEAN,End Tables,1,On Promotion,234,0.0043
2026-03-12,1072-071/OCEAN,End Tables,1,On Promotion,312,0.0032
2026-03-13,1072-071/OCEAN,End Tables,0,On Promotion,608,0.0
2026-03-14,1072-071/OCEAN,End Tables,1,On Promotion,313,0.0032
2026-03-15,1072-071/OCEAN,End Tables,2,On Promotion,549,0.0036
2026-03-16,1072-071/OCEAN,End Tables,0,On Promotion,674,0.0
2026-03-17,1072-071/OCEAN,End Tables,2,On Promotion,615,0.0033
2026-03-18,1072-071/OCEAN,End Tables,0,On Promotion,724,0.0
2026-03-19,1072-071/OCEAN,End Tables,2,On Promotion,673,0.003
2026-03-20,1072-071/OCEAN,End Tables,1,On Promotion,354,0.0028
2026-03-21,1072-071/OCEAN,End Tables,2,On Promotion,611,0.0033
2026-03-22,1072-071/OCEAN,End Tables,1,On Promotion,301,0.0033
2026-03-23,1072-071/OCEAN,End Tables,2,On Promotion,704,0.0028
2026-03-24,1072-071/OCEAN,End Tables,0,On Promotion,608,0.0
2026-03-25,1072-071/OCEAN,End Tables,1,On Promotion,206,0.0049
2026-03-26,1072-071/OCEAN,End Tables,4,On Promotion,1335,0.003
2026-03-27,1072-071/OCEAN,End Tables,0,On Promotion,659,0.0
2026-03-28,1072-071/OCEAN,End Tables,1,On Promotion,283,0.0035
2026-03-29,1072-071/OCEAN,End Tables,1,On Promotion,651,0.0015
2026-03-30,1072-071/OCEAN,End Tables,1,On Promotion,202,0.005
2026-03-31,1072-071/OCEAN,End Tables,3,On Promotion,512,0.0059
2026-04-01,1072-071/OCEAN,End Tables,2,On Promotion,447,0.0045
2026-04-02,1072-071/OCEAN,End Tables,1,On Promotion,425,0.0024
2026-04-03,1072-071/OCEAN,End Tables,0,On Promotion,724,0.0
2026-04-04,1072-071/OCEAN,End Tables,0,On Promotion,736,0.0
2026-04-05,1072-071/OCEAN,End Tables,0,On Promotion,568,0.0
2026-04-06,1072-071/OCEAN,End Tables,0,On Promotion,566,0.0
2026-04-07,1072-071/OCEAN,End Tables,1,On Promotion,504,0.002
2026-04-08,1072-071/OCEAN,End Tables,0,On Promotion,696,0.0
2026-04-09,1072-071/OCEAN,End Tables,1,On Promotion,255,0.0039
2026-04-10,1072-071/OCEAN,End Tables,0,On Promotion,613,0.0
2026-04-11,1072-071/OCEAN,End Tables,2,On Promotion,622,0.0032
2026-04-12,1072-071/OCEAN,End Tables,0,On Promotion,670,0.0
2026-04-13,1072-071/OCEAN,End Tables,1,On Promotion,287,0.0035
2026-04-14,1072-071/OCEAN,End Tables,2,On Promotion,701,0.0029
2026-04-15,1072-071/OCEAN,End Tables,0,On Promotion,696,0.0
2026-04-16,1072-071/OCEAN,End Tables,0,On Promotion,764,0.0
2026-04-17,1072-071/OCEAN,End Tables,1,On Promotion,261,0.0038
2026-04-18,1072-071/OCEAN,End Tables,0,On Promotion,516,0.0
2026-04-19,1072-071/OCEAN,End Tables,0,On Promotion,704,0.0
2026-04-20,1072-071/OCEAN,End Tables,1,On Promotion,281,0.0036
2026-04-21,1072-071/OCEAN,End Tables,0,On Promotion,654,0.0
2026-04-22,1072-071/OCEAN,End Tables,1,On Promotion,315,0.0032
2026-04-23,1072-071/OCEAN,End Tables,3,On Promotion,724,0.0041
2026-04-24,1072-071/OCEAN,End Tables,0,On Promotion,625,0.0
2026-04-25,1072-071/OCEAN,End Tables,0,On Promotion,766,0.0
2026-04-26,1072-071/OCEAN,End Tables,2,On Promotion,522,0.0038
2026-04-27,1072-071/OCEAN,End Tables,1,On Promotion,330,0.003
2026-04-28,1072-071/OCEAN,End Tables,0,On Promotion,659,0.0
2026-04-29,1072-071/OCEAN,End Tables,1,On Promotion,202,0.005
2026-04-30,1072-071/OCEAN,End Tables,1,On Promotion,343,0.0029
2026-05-01,1072-071/OCEAN,End Tables,1,On Promotion,310,0.0032
2026-05-02,1072-071/OCEAN,End Tables,0,On Promotion,801,0.0
2026-05-03,1072-071/OCEAN,End Tables,0,On Promotion,528,0.0
2026-05-04,1072-071/OCEAN,End Tables,2,On Promotion,386,0.0052
2026-05-05,1072-071/OCEAN,End Tables,0,On Promotion,516,0.0
2026-05-06,1072-071/OCEAN,End Tables,2,On Promotion,598,0.0033
2026-05-07,1072-071/OCEAN,End Tables,1,On Promotion,268,0.0037
2026-05-08,1072-071/OCEAN,End Tables,1,On Promotion,237,0.0042
2026-05-09,1072-071/OCEAN,End Tables,1,On Promotion,229,0.0044
2026-05-10,1072-071/OCEAN,End Tables,1,On Promotion,341,0.0029
2026-05-11,1072-071/OCEAN,End Tables,0,On Promotion,550,0.0
2026-05-12,1072-071/OCEAN,End Tables,1,On Promotion,351,0.0028
2026-05-13,1072-071/OCEAN,End Tables,1,On Promotion,276,0.0036
2026-05-14,1072-071/OCEAN,End Tables,0,On Promotion,707,0.0
2026-05-15,1072-071/OCEAN,End Tables,1,On Promotion,246,0.0041
2026-05-16,1072-071/OCEAN,End Tables,1,On Promotion,370,0.0027
2026-05-17,1072-071/OCEAN,End Tables,1,On Promotion,575,0.0017
2026-05-18,1072-071/OCEAN,End Tables,0,On Promotion,609,0.0
2026-05-19,1072-071/OCEAN,End Tables,1,On Promotion,211,0.0047
2026-05-20,1072-071/OCEAN,End Tables,3,On Promotion,894,0.0034
2026-05-21,1072-071/OCEAN,End Tables,0,On Promotion,571,0.0
2026-05-22,1072-071/OCEAN,End Tables,1,On Promotion,276,0.0036
2026-05-23,1072-071/OCEAN,End Tables,2,On Promotion,942,0.0021
2026-05-24,1072-071/OCEAN,End Tables,2,On Promotion,622,0.0032
2026-05-25,1072-071/OCEAN,End Tables,1,On Promotion,318,0.0031
2026-05-26,1072-071/OCEAN,End Tables,1,On Promotion,293,0.0034
2026-05-27,1072-071/OCEAN,End Tables,0,On Promotion,550,0.0
2026-05-28,1072-071/OCEAN,End Tables,0,On Promotion,764,0.0
2026-05-29,1072-071/OCEAN,End Tables,1,On Promotion,361,0.0028
2026-05-30,1072-071/OCEAN,End Tables,1,On Promotion,352,0.0028
2026-05-31,1072-071/OCEAN,End Tables,2,On Promotion,561,0.0036
2026-06-01,1072-071/OCEAN,End Tables,0,On Promotion,730,0.0
2026-06-02,1072-071/OCEAN,End Tables,1,On Promotion,176,0.0057
2026-06-03,1072-071/OCEAN,End Tables,1,On Promotion,383,0.0026
2026-06-04,1072-071/OCEAN,End Tables,0,On Promotion,724,0.0
2026-06-05,1072-071/OCEAN,End Tables,1,On Promotion,160,0.0062
2026-06-06,1072-071/OCEAN,End Tables,1,On Promotion,330,0.003
2026-06-07,1072-071/OCEAN,End Tables,0,On Promotion,841,0.0
2026-06-08,1072-071/OCEAN,End Tables,1,On Promotion,215,0.0047
2026-06-09,1072-071/OCEAN,End Tables,3,On Promotion,582,0.0052
2026-06-10,1072-071/OCEAN,End Tables,1,On Promotion,336,0.003
2026-06-11,1072-071/OCEAN,End Tables,2,On Promotion,333,0.006
2026-06-12,1072-071/OCEAN,End Tables,2,On Promotion,559,0.0036
2026-06-13,1072-071/OCEAN,End Tables,2,On Promotion,583,0.0034
2026-06-14,1072-071/OCEAN,End Tables,0,On Promotion,516,0.0
2026-06-15,1072-071/OCEAN,End Tables,1,On Promotion,188,0.0053
2026-06-16,1072-071/OCEAN,End Tables,1,On Promotion,169,0.0059
2026-06-17,1072-071/OCEAN,End Tables,0,On Promotion,566,0.0
2026-06-18,1072-071/OCEAN,End Tables,1,On Promotion,160,0.0062
2026-06-19,1072-071/OCEAN,End Tables,4,On Promotion,1144,0.0035
2026-06-20,1072-071/OCEAN,End Tables,1,On Promotion,299,0.0033
2026-06-21,1072-071/OCEAN,End Tables,0,On Promotion,801,0.0
2026-06-22,1072-071/OCEAN,End Tables,1,On Promotion,243,0.0041
2026-06-23,1072-071/OCEAN,End Tables,2,On Promotion,600,0.0033
2026-06-24,1072-071/OCEAN,End Tables,1,On Promotion,235,0.0043
2026-06-25,1072-071/OCEAN,End Tables,2,On Promotion,453,0.0044
2026-06-26,1072-071/OCEAN,End Tables,1,On Promotion,263,0.0038
2026-06-27,1072-071/OCEAN,End Tables,1,On Promotion,357,0.0028
2026-06-28,1072-071/OCEAN,End Tables,0,On Promotion,804,0.0
2026-06-29,1072-071/OCEAN,End Tables,1,On Promotion,239,0.0042
2026-06-30,1072-071/OCEAN,End Tables,0,On Promotion,916,0.0
2026-07-01,1072-071/OCEAN,End Tables,1,On Promotion,206,0.0049
2026-07-02,1072-071/OCEAN,End Tables,0,On Promotion,640,0.0
2026-07-03,1072-071/OCEAN,End Tables,0,On Promotion,608,0.0
2026-07-04,1072-071/OCEAN,End Tables,0,On Promotion,851,0.0
2026-07-05,1072-071/OCEAN,End Tables,2,On Promotion,939,0.0021
2026-07-06,1072-071/OCEAN,End Tables,0,On Promotion,674,0.0
2026-07-07,1072-071/OCEAN,End Tables,2,On Promotion,433,0.0046
2026-07-08,1072-071/OCEAN,End Tables,1,On Promotion,269,0.0037
2026-07-09,1072-071/OCEAN,End Tables,3,On Promotion,636,0.0047
2026-07-10,1072-071/OCEAN,End Tables,0,On Promotion,747,0.0
2026-07-11,1072-071/OCEAN,End Tables,1,On Promotion,204,0.0049
2026-07-12,1072-071/OCEAN,End Tables,1,On Promotion,235,0.0043
2026-07-13,1072-071/OCEAN,End Tables,0,On Promotion,643,0.0
2026-07-14,1072-071/OCEAN,End Tables,0,On Promotion,659,0.0
2026-07-15,1072-071/OCEAN,End Tables,2,On Promotion,565,0.0035
2026-07-16,1072-071/OCEAN,End Tables,1,On Promotion,327,0.0031
2026-07-17,1072-071/OCEAN,End Tables,1,On Promotion,233,0.0043
2026-07-18,1072-071/OCEAN,End Tables,0,On Promotion,708,0.0
2026-07-19,1072-071/OCEAN,End Tables,1,On Promotion,283,0.0035
2026-07-20,1072-071/OCEAN,End Tables,5,On Promotion,1506,0.0033
2026-07-21,1072-071/OCEAN,End Tables,2,On Promotion,721,0.0028
2026-07-22,1072-071/OCEAN,End Tables,2,On Promotion,404,0.005
2026-07-23,1072-071/OCEAN,End Tables,1,On Promotion,143,0.007
2026-07-24,1072-071/OCEAN,End Tables,1,On Promotion,200,0.005
2026-07-25,1072-071/OCEAN,End Tables,0,On Promotion,688,0.0
2026-07-26,1072-071/OCEAN,End Tables,2,On Promotion,437,0.0046
2026-07-27,1072-071/OCEAN,End Tables,0,On Promotion,669,0.0
2026-07-28,1072-071/OCEAN,End Tables,0,On Promotion,728,0.0
2026-07-29,1072-071/OCEAN,End Tables,1,On Promotion,249,0.004
2026-07-30,1072-071/OCEAN,End Tables,2,On Promotion,585,0.0034
2026-07-31,1072-071/OCEAN,End Tables,0,On Promotion,510,0.0
2026-08-01,1072-071/OCEAN,End Tables,0,On Promotion,742,0.0
2026-08-02,1072-071/OCEAN,End Tables,0,On Promotion,731,0.0
2026-08-03,1072-071/OCEAN,End Tables,2,On Promotion,606,0.0033
2026-08-04,1072-071/OCEAN,End Tables,0,On Promotion,696,0.0
2026-08-05,1072-071/OCEAN,End Tables,3,On Promotion,1281,0.0023
2026-08-06,1072-071/OCEAN,End Tables,0,On Promotion,664,0.0
2026-08-07,1072-071/OCEAN,End Tables,2,On Promotion,432,0.0046
2026-08-08,1072-071/OCEAN,End Tables,2,On Promotion,565,0.0035
2026-08-09,1072-071/OCEAN,End Tables,2,On Promotion,546,0.0037
2026-08-10,1072-071/OCEAN,End Tables,0,On Promotion,480,0.0
2026-08-11,1072-071/OCEAN,End Tables,0,On Promotion,510,0.0
2026-08-12,1072-071/OCEAN,End Tables,1,On Promotion,453,0.0022
2026-08-13,1072-071/OCEAN,End Tables,1,On Promotion,323,0.0031
2026-08-14,1072-071/OCEAN,End Tables,1,On Promotion,192,0.0052
2026-08-15,1072-071/OCEAN,End Tables,1,On Promotion,251,0.004
2026-08-16,1072-071/OCEAN,End Tables,1,On Promotion,319,0.0031
2026-08-17,1072-071/OCEAN,End Tables,0,On Promotion,724,0.0
2026-08-18,1072-071/OCEAN,End Tables,1,On Promotion,263,0.0038
2026-08-19,1072-071/OCEAN,End Tables,2,On Promotion,624,0.0032
2026-08-20,1072-071/OCEAN,End Tables,0,On Promotion,707,0.0
2026-08-21,1072-071/OCEAN,End Tables,2,On Promotion,572,0.0035
2026-08-22,1072-071/OCEAN,End Tables,2,On Promotion,643,0.0031
2026-08-23,1072-071/OCEAN,End Tables,3,On Promotion,965,0.0031
2026-08-24,1072-071/OCEAN,End Tables,1,On Promotion,200,0.005
2026-08-25,1072-071/OCEAN,End Tables,1,On Promotion,381,0.0026
2026-08-26,1072-071/OCEAN,End Tables,0,On Promotion,613,0.0
2026-08-27,1072-071/OCEAN,End Tables,0,On Promotion,654,0.0
2026-08-28,1072-071/OCEAN,End Tables,0,On Promotion,613,0.0
2026-08-29,1072-071/OCEAN,End Tables,2,On Promotion,745,0.0027
2026-08-30,1072-071/OCEAN,End Tables,0,On Promotion,742,0.0
2026-08-31,1072-071/OCEAN,End Tables,0,On Promotion,728,0.0
2026-09-01,1072-071/OCEAN,End Tables,0,On Promotion,747,0.0
2026-09-02,1072-071/OCEAN,End Tables,2,On Promotion,538,0.0037
2026-09-03,1072-071/OCEAN,End Tables,1,On Promotion,396,0.0025
2026-09-04,1072-071/OCEAN,End Tables,1,On Promotion,462,0.0022
2026-09-05,1072-071/OCEAN,End Tables,0,On Promotion,704,0.0
2026-09-06,1072-071/OCEAN,End Tables,0,On Promotion,688,0.0
2026-09-07,1072-071/OCEAN,End Tables,2,On Promotion,910,0.0022
2026-09-08,1072-071/OCEAN,End Tables,3,On Promotion,1074,0.0028
2026-09-09,1072-071/OCEAN,End Tables,1,On Promotion,236,0.0042
2026-09-10,1072-071/OCEAN,End Tables,0,On Promotion,728,0.0
2026-09-11,1072-071/OCEAN,End Tables,1,On Promotion,178,0.0056
2026-09-12,1072-071/OCEAN,End Tables,1,On Promotion,332,0.003
2026-09-13,1072-071/OCEAN,End Tables,0,On Promotion,623,0.0
2026-09-14,1072-071/OCEAN,End Tables,1,On Promotion,365,0.0027
2026-09-15,1072-071/OCEAN,End Tables,0,On Promotion,613,0.0
2026-09-16,1072-071/OCEAN,End Tables,2,On Promotion,412,0.0049
2026-09-17,1072-071/OCEAN,End Tables,3,On Promotion,654,0.0046
2026-09-18,1072-071/OCEAN,End Tables,3,On Promotion,515,0.0058
2026-09-19,1072-071/OCEAN,End Tables,0,On Promotion,528,0.0
2026-09-20,1072-071/OCEAN,End Tables,1,On Promotion,273,0.0037
2026-09-21,1072-071/OCEAN,End Tables,1,On Promotion,282,0.0035
2026-09-22,1072-071/OCEAN,End Tables,0,On Promotion,469,0.0
2026-09-23,1072-071/OCEAN,End Tables,0,On Promotion,659,0.0
2026-09-24,1072-071/OCEAN,End Tables,4,On Promotion,1823,0.0022
2026-09-25,1072-071/OCEAN,End Tables,1,On Promotion,314,0.0032
2026-09-26,1072-071/OCEAN,End Tables,1,On Promotion,270,0.0037
2026-09-27,1072-071/OCEAN,End Tables,1,On Promotion,620,0.0016
2026-09-28,1072-071/OCEAN,End Tables,0,On Promotion,643,0.0
2026-09-29,1072-071/OCEAN,End Tables,0,On Promotion,664,0.0
2026-09-30,1072-071/OCEAN,End Tables,0,On Promotion,613,0.0
2026-10-01,1072-071/OCEAN,End Tables,2,On Promotion,467,0.0043
2026-10-02,1072-071/OCEAN,End Tables,1,On Promotion,204,0.0049
2026-10-03,1072-071/OCEAN,End Tables,1,On Promotion,264,0.0038
2026-10-04,1072-071/OCEAN,End Tables,1,On Promotion,459,0.0022
2026-10-05,1072-071/OCEAN,End Tables,0,On Promotion,625,0.0
2026-10-06,1072-071/OCEAN,End Tables,0,On Promotion,674,0.0
2026-10-07,1072-071/OCEAN,End Tables,1,On Promotion,297,0.0034
2026-10-08,1072-071/OCEAN,End Tables,2,On Promotion,677,0.003
2026-10-09,1072-071/OCEAN,End Tables,1,On Promotion,343,0.0029
2026-10-10,1072-071/OCEAN,End Tables,2,On Promotion,1536,0.0013
2026-10-11,1072-071/OCEAN,End Tables,0,On Promotion,801,0.0
2026-10-12,1072-071/OCEAN,End Tables,1,On Promotion,312,0.0032
2026-10-13,1072-071/OCEAN,End Tables,1,On Promotion,255,0.0039
2026-10-14,1072-071/OCEAN,End Tables,0,On Promotion,707,0.0
2026-10-15,1072-071/OCEAN,End Tables,0,On Promotion,674,0.0
2026-10-16,1072-071/OCEAN,End Tables,2,On Promotion,609,0.0033
2026-10-17,1072-071/OCEAN,End Tables,2,On Promotion,578,0.0035
2026-10-18,1072-071/OCEAN,End Tables,1,On Promotion,159,0.0063
2026-10-19,1072-071/OCEAN,End Tables,2,On Promotion,467,0.0043
2026-10-20,1072-071/OCEAN,End Tables,0,On Promotion,764,0.0
2026-10-21,1072-071/OCEAN,End Tables,0,On Promotion,696,0.0
2026-10-22,1072-071/OCEAN,End Tables,0,On Promotion,643,0.0
2026-10-23,1072-071/OCEAN,End Tables,3,On Promotion,594,0.0051
2026-10-24,1072-071/OCEAN,End Tables,0,On Promotion,704,0.0
2026-10-25,1072-071/OCEAN,End Tables,0,On Promotion,605,0.0
2026-10-26,1072-071/OCEAN,End Tables,1,On Promotion,247,0.004
2026-10-27,1072-071/OCEAN,End Tables,1,On Promotion,359,0.0028
2026-10-28,1072-071/OCEAN,End Tables,0,On Promotion,571,0.0
2026-10-29,1072-071/OCEAN,End Tables,2,On Promotion,957,0.0021
2026-10-30,1072-071/OCEAN,End Tables,2,On Promotion,342,0.0058
2026-10-31,1072-071/OCEAN,End Tables,0,On Promotion,742,0.0
2026-11-01,1072-071/OCEAN,End Tables,0,On Promotion,736,0.0
2026-11-02,1072-071/OCEAN,End Tables,2,On Promotion,655,0.0031
2026-11-03,1072-071/OCEAN,End Tables,2,On Promotion,535,0.0037
2026-11-04,1072-071/OCEAN,End Tables,2,On Promotion,569,0.0035
2026-11-05,1072-071/OCEAN,End Tables,1,On Promotion,282,0.0035
2026-11-06,1072-071/OCEAN,End Tables,0,On Promotion,643,0.0
2026-11-07,1072-071/OCEAN,End Tables,1,On Promotion,351,0.0028
2026-11-08,1072-071/OCEAN,End Tables,1,On Promotion,274,0.0036
2026-11-09,1072-071/OCEAN,End Tables,1,On Promotion,320,0.0031
2026-11-10,1072-071/OCEAN,End Tables,2,On Promotion,532,0.0038
2026-11-11,1072-071/OCEAN,End Tables,5,On Promotion,2457,0.002
2026-11-12,1072-071/OCEAN,End Tables,1,On Promotion,446,0.0022
2026-11-13,1072-071/OCEAN,End Tables,0,On Promotion,696,0.0
2026-11-14,1072-071/OCEAN,End Tables,1,On Promotion,258,0.0039
2026-11-15,1072-071/OCEAN,End Tables,1,On Promotion,295,0.0034
2026-11-16,1072-071/OCEAN,End Tables,2,On Promotion,513,0.0039
2026-11-17,1072-071/OCEAN,End Tables,0,On Promotion,730,0.0
2026-11-18,1072-071/OCEAN,End Tables,1,On Promotion,329,0.003
2026-11-19,1072-071/OCEAN,End Tables,0,On Promotion,938,0.0
2026-11-20,1072-071/OCEAN,End Tables,0,On Promotion,916,0.0
2026-11-21,1072-071/OCEAN,End Tables,1,On Promotion,528,0.0019
2026-11-22,1072-071/OCEAN,End Tables,0,On Promotion,704,0.0
2026-11-23,1072-071/OCEAN,End Tables,1,On Promotion,121,0.0083
2026-11-24,1072-071/OCEAN,End Tables,2,On Promotion,656,0.003
2026-11-25,1072-071/OCEAN,End Tables,3,On Promotion,619,0.0048
2026-11-26,1072-071/OCEAN,End Tables,0,On Promotion,715,0.0
2026-11-27,1072-071/OCEAN,End Tables,1,On Promotion,316,0.0032
2026-11-28,1072-071/OCEAN,End Tables,0,On Promotion,1032,0.0
2026-11-29,1072-071/OCEAN,End Tables,5,On Promotion,1161,0.0043
2026-11-30,1072-071/OCEAN,End Tables,1,On Promotion,371,0.0027
2026-12-01,1072-071/OCEAN,End Tables,2,On Promotion,388,0.0052
2026-12-02,1072-071/OCEAN,End Tables,1,On Promotion,359,0.0028
2026-12-03,1072-071/OCEAN,End Tables,2,On Promotion,438,0.0046
2026-12-04,1072-071/OCEAN,End Tables,0,On Promotion,625,0.0
2026-12-05,1072-071/OCEAN,End Tables,0,On Promotion,629,0.0
2026-12-06,1072-071/OCEAN,End Tables,0,On Promotion,516,0.0
2026-12-07,1072-071/OCEAN,End Tables,1,On Promotion,217,0.0046
2026-12-08,1072-071/OCEAN,End Tables,0,On Promotion,674,0.0
2026-12-09,1072-071/OCEAN,End Tables,2,On Promotion,654,0.0031
2026-12-10,1072-071/OCEAN,End Tables,2,On Promotion,511,0.0039
2026-12-11,1072-071/OCEAN,End Tables,1,On Promotion,294,0.0034
2026-12-12,1072-071/OCEAN,End Tables,1,On Promotion,341,0.0029
2026-12-13,1072-071/OCEAN,End Tables,0,On Promotion,1008,0.0
2026-12-14,1072-071/OCEAN,End Tables,0,On Promotion,724,0.0
2026-12-15,1072-071/OCEAN,End Tables,1,On Promotion,221,0.0045
2026-12-16,1072-071/OCEAN,End Tables,2,On Promotion,995,0.002
2026-12-17,1072-071/OCEAN,End Tables,0,On Promotion,728,0.0
2026-12-18,1072-071/OCEAN,End Tables,0,On Promotion,696,0.0
2026-12-19,1072-071/OCEAN,End Tables,1,On Promotion,391,0.0026
2026-12-20,1072-071/OCEAN,End Tables,1,On Promotion,402,0.0025
2026-12-21,1072-071/OCEAN,End Tables,2,On Promotion,792,0.0025
2026-12-22,1072-071/OCEAN,End Tables,0,On Promotion,555,0.0
2026-12-23,1072-071/OCEAN,End Tables,2,On Promotion,583,0.0034
2026-12-24,1072-071/OCEAN,End Tables,2,On Promotion,783,0.0026
2026-12-25,1072-071/OCEAN,End Tables,2,On Promotion,1064,0.0019
2026-12-26,1072-071/OCEAN,End Tables,2,On Promotion,637,0.0031
2026-12-27,1072-071/OCEAN,End Tables,1,On Promotion,323,0.0031
2026-12-28,1072-071/OCEAN,End Tables,2,On Promotion,1208,0.0017
